title,body,tituloBemDefinido,tituloMedio,tituloCaixaAlta,tituloParCaixaAlta,coerencia,perguntaBemDefinida,vocativo,evDescricaoCurta,evDescricaoLonga,presencaCodigo,evTrechoGrandeCodigo,evPergComApenasCod,perguntaUnica,incluirAgradecimento,evSerExigente,usoNormaCultaLing,evCriarPergDuplicada,evPergFactoides,evPergSobreTrabAcademicos,incluirLinkPergunta,link
Como fazer uma busca dentro desse vetor de objetos?,"Como eu faria a busca de um registro dentro do meu objeto?

O programa é uma agenda de contatos, e eu queria que ele fizesse a busca pelo nome que eu digitar em um JPane e retornasse os dados do contato buscado. Aqui está o código comentado.

package ExemploDeAula;

public class Agenda {
    //Define um vetor de objetos do tipo contato
    private Contato[] lstContatos;
    private int qtd;

    public void inicializar(){
        lstContatos = new Contato[10];
        qtd = 0;
    }

    public boolean inserir(Contato novoContato){
        // Verificar se não está cheio

        if (qtd>=10){ //se está cheio
            return false; //falhou
        }

        //atribuir o novoContato em uma posição livre
        else{
            lstContatos[qtd]= novoContato;
            qtd++;
            return true;
        }
    }

    public boolean remover(Contato contato){
        return false;
    }

    public String pesquisar(String nome){
        int i;
        String dados;
        //procurar pelo nome entre os contatos e
        for (i=0;i<=qtd;i++){
            if (nome.equals(Contato.getNome())){

            }
        }
        //retornar o objeto correspondente
        return dados;
    }
}",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117184/como-fazer-uma-busca-dentro-desse-vetor-de-objetos,
NullPointException ao inserir elemento em lista,"No código abaixo está saindo um NullPointException, tentei corrigir sem mudar completamente o código mas não deu certo, alguém tem uma solução simples?

Estou querendo adicionar um produto na lista List<Produto>produtos lá na classe Orcamento.

Segue a classe chamada Crud:

public class Crud {

    private Produto produto;

    private Orcamento orcamento;

    public void adicionarProduto(){ 
        this.orcamento.getProduto().add(produto);
        produto.setOrcamento(orcamento); 


    }  
}
Segue a classe Orcamento

import java.util.List;


public class Orcamento {

    private List<Produto>produtos;
    private String descricao;  

    public String getDescricao() {
        return descricao; 
    }
    public void setDescricao(String descricao) {
        this.descricao = descricao;
    }

    public List<Produto> getProduto() {
        return produtos; 
    }
    public void setProduto(List<Produto> produto) {
        this.produtos = produto;
    }
}
Segue a classe Produto

public class Produto {

    private String nome;
    private double preco;

    private Orcamento orcamento;

    public Orcamento getOrcamento() {
        return orcamento;
    }
    public void setOrcamento(Orcamento orcamento) {
        this.orcamento = orcamento;
    }

    public String getNome() {
        return nome;
    }
    public void setNome(String nome) {
        this.nome = nome;
    }

    public double getPreco() {
        return preco;
    }
    public void setPreco(double preco) {
        this.preco = preco;
    }

}
Segue o Teste

public class Teste {

    public static void main(String[] args) {
        Orcamento orcamento = new Orcamento();

        Produto produto = new Produto();
        produto.setNome(""Feijao"");
        produto.setPreco(6.4);

        Crud ct = new Crud(); 
        ct.adicionarProduto();

        orcamento.getProduto();

    }
}
Segue o erro:

Exception in thread ""main"" java.lang.NullPointerException
at Crud.adicionarProduto(Crud.java:8)
at Teste.main(Teste.java:12)",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117077/nullpointexception-ao-inserir-elemento-em-lista,
Converter String para Date (request.getParameter),"Tenho um formulário em JSP que realiza um cadastro que possui uma data.

<form  method=""Post"" action=""InserirCompromisso"">
            titulo : <input type=""text"" name=""titulo"" required=""true"">
            local : <input type=""text"" name=""local"" required=""true"">
            data : <input type=""text"" name=""data"">
            <input type=""submit"" value=""Cadastrar"">

        </form>
E ai que está o problema.Como eu faço para converter essa String do Input utilizando o request.getParameter como fiz com as outras Strings? A maneira que fiz no meu Servlet não está rodando.Alguém poderia me ajudar.

Segue meu Servlet abaixo.

protected void processRequest(HttpServletRequest request, HttpServletResponse response)
        throws ServletException, IOException {
    String Titulo = request.getParameter(""titulo"");
    String Local = request.getParameter(""local"");
    String dataEmTexto = request.getParameter(""data"");
    Calendar data = null;

    try {
        Date date = new SimpleDateFormat(""dd/MM/yyyy"").parse(dataEmTexto);
        data = Calendar.getInstance();
        data.setTime(date);
    } catch (ParseException e) {
        out.println(""Erro de conversão da data"");
        return; //para a execução do método
    }

    Compromisso compromisso = new Compromisso();
    compromisso.setTitulo(Titulo);
    compromisso.setLocal(Local);
    compromisso.setData(data);


    CompromissoDAO dao = new CompromissoDAO();
    String retorno = dao.inserir(compromisso);
    if(retorno.equals(""sucesso"")){

        response.sendRedirect(""index.jsp"");

    }else{
        PrintWriter out = response.getWriter();
        out.print(""<html>"");
        out.print(""<h2>Não foi possivel inserir</h2>"");
        out.print(""<br>"");
        out.print(""</html>"");
    }

}
",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,http://pt.stackoverflow.com/questions/116743/converter-string-para-date-request-getparameter,
Como ao ler um arquivo txt armazenar o valor no tipo inteiro?,"Estou utilizando este exemplo:

try {
    AssetManager assetManager = getResources().getAssets();
    InputStream inputStream = assetManager.open(""nome-do-arquivo.txt"");
    InputStreamReader inputStreamReader = new InputStreamReader(inputStream);
    BufferedReader bufferedReader = new BufferedReader(inputStreamReader);
    String linha;

    while((linha = bufferedReader.readLine())!=null){
      nome = linha;
       id = bufferedReader.readLine() // Aqui é um tipo inteiro
    }
    inputStream.close();
} catch (IOException e) {
    e.printStackTrace();
}
No arquivo txt está assim

fulano
R.drawble.image
Gostaria como fazer R.drawble.image armazenar num tipo inteiro pois tentei converte de String para int mas não deu certo.",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,http://pt.stackoverflow.com/questions/116421/como-ao-ler-um-arquivo-txt-armazenar-o-valor-no-tipo-inteiro,
Como criar um vetor sem determinar seu tamanho em java?,"Tenho uma classe TesteAplicacao que é para testar e um a classe Teste com atributos e métodos.

Ao criar um vetor em Java:

Teste[] t = new Teste[10];// veja que teve definir um tamanho 
Teria como criar vetor sem tamanho definido igual em C?",1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/116370/como-criar-um-vetor-sem-determinar-seu-tamanho-em-java,
É possível armazenar um ArrayList em um Banco de Dados em Java?,"Tratando-se de Banco de Dados utilizando Java, é possível armazenar um objeto ArrayList em um Banco de Dados MySql? Se sim, como posso armazenar este tipo de dado? E como posso recuperá-lo da base de Dados? Se possível, poderiam mostrar um exemplo simples?",1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/116086/%C3%89-poss%C3%ADvel-armazenar-um-arraylist-em-um-banco-de-dados-em-java,
Como inverter uma String?,"Um usuário digitará uma frase e devo mostrar esta frase invertida e em maiúsculo. Como posso fazer isto?

import javax.swing.JOptionPane;

    public class ExerLar01 {
        public static void main(String args[])
        {
            char vetor[];
            String frase = JOptionPane.showInputDialog(null, ""Digite uma frase: "");
            vetor = frase.toCharArray();
        }
    }",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/116062/como-inverter-uma-string,
Qual a finalidade do Transient e Volatile no Java?,"As vezes quando vou declarar meus atributos noto o transient e o volatile. Tenho as seguintes dúvidas

O transient e volatile são modificadores de acesso?
Qual a finalidade de utilizá-los?
Exemplo:

transient String a;
volatile String b;",1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/116047/qual-a-finalidade-do-transient-e-volatile-no-java,
Como gerar uma matriz de 3 colunas onde para cada coluna existem 3 possibilidades distintas?,"O problema é o seguinte: Em um vetor eu tenho 3 conjuntos (A, B e C). Cada conjunto pode ter até 3 valores distintos(0, 1 ou 2). Dessa forma eu preciso gerar todas as combinações possíveis para esse caso, com fórmula 3³ = 27 possibilidades.

Exemplo: print -> {0,0,1} - {0,1,0}  - {0,1,1} -  {1,0,0} - {1,0,1} - {1,1,0} - {1,1,1} - {0,0,2} - {0,2,0} - {2,0,0} - {0,1,2} - {0,2,1} - {1,2,1} - {...} - {2,2,2}

Alguém tem alguma ideia de como realizar isso? Conhece algum algoritmo que faça isso ou algo parecido? Pode ser em Java ou C#.",0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115885/como-gerar-uma-matriz-de-3-colunas-onde-para-cada-coluna-existem-3-possibilidade,
"Como trabalhar com valores que excedem muito o valor limite do long (64 bits)

","Como é armazenado e realizado operações com números que excedem os valores limites do tipo long e double? Como são feitas as quatro operações primárias com estes números (soma, subtração, multiplicação e divisão)?

Contexto
É comum a maioria das linguagens de programação suportarem tipos long e double (ambos utilizam uma palavra de 64 bits) entretanto em Super computadores (como os que fazem os cálculos de bombas atômicas e processamento de dados meteorológicos e astronômicos) que possuem milhares de núcleos de processamento e TBs de memoria Ram trabalhando de forma concorrente provavelmente devem trabalhar com valores que excedem e muito os valores suportados long e double.

Exemplo de valores que excedem e muito os valores suportados long e  double.
googol
googolplex
mol (unidade química)
Long.MAX_VALUE * Long.MAX_VALUE * Long.MAX_VALUE (JAVA)
googolplex * googolplex
Quais seriam possíveis soluções em C (muito desempenho) e Java (muito conhecida)",0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115809/como-trabalhar-com-valores-que-excedem-muito-o-valor-limite-do-long-64-bits,
Como formatar data por extenso?,"Existe alguma classe em java que trabalhe com formatação de data por extenso?

Por exemplo:

Entrada: [dd/mm/yyyy] 27/02/2016

Saída: Vinte e sete de Fevereiro de 2016

Tentei:

import java.util.Calendar;
import java.util.GregorianCalendar;
import java.util.Scanner;

public class Exemplo {

  public static void main(String[] args) {
    Scanner ler = new Scanner(System.in);

    String s;

    System.out.printf(""Informe o nome da Cidade:\n"");
    s = ler.nextLine();

    System.out.printf(""\nResultado:\n"");
    System.out.printf(""%s\n"", DataPorExtenso(s, new java.util.Date()));
  }

  public static String NomeDoMes(int i, int tipo) {
    String mes[] = {""janeiro"", ""fevereiro"", ""março"", ""abril"",
      ""maio"", ""junho"", ""julho"", ""agosto"", ""setembro"", ""outubro"",
      ""novembro"", ""dezembro""};
    if (tipo == 0)
       return(mes[i-1]); 
    else return(mes[i-1].substring(0, 3)); 
  }


  public static String DiaDaSemana(int i, int tipo) {
    String diasem[] = {""domingo"", ""segunda-feira"", ""terça-feira"",
      ""quarta-feira"", ""quinta-feira"", ""sexta-feira"", ""sábado""};
    if (tipo == 0)
       return(diasem[i-1]); 
    else return(diasem[i-1].substring(0, 3));
  }

  public static String DataPorExtenso(String cidade, java.util.Date dt) {
    int d = dt.getDate();
    int m = dt.getMonth()+1;
    int a = dt.getYear()+1900;

    Calendar data = new GregorianCalendar(a, m-1, d);
    int ds = data.get(Calendar.DAY_OF_WEEK);

    return(cidade + "", "" + d + "" de "" + NomeDoMes(m, 0) + "" de "" +
      a + "" ("" + DiaDaSemana(ds, 1) + "")."");
  }

}
A saida foi:

27 de Fevereiro de 2016",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115559/como-formatar-data-por-extenso,
Como listar o nome dos arquivos que estão no diretório?,"A saída do método a seguir é:

C:\Users\Usuario\Desktop\arquivos\nomedoarquivo.jpg
Como posso obter apenas o nomedoarquivo.jpg em formato String? Tentei usar FileUtils mas como saída obtive isso:

����.ELs��/�G������Yos���e�([��E��v���^�C�O���W�ݭ�: ��Zj���2+�յ����v����[{޶�J

public static void getImgs(String path){
    File file = new File(path);
    File[] arquivos = file.listFiles();

    try {
        for (File arquivo : arquivos) {
            System.out.println(arquivo);
        }
    }catch (Exception e){
        e.printStackTrace();
    }
}",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115458/como-listar-o-nome-dos-arquivos-que-est%C3%A3o-no-diret%C3%B3rio,
Usar Double no método compareTo,"Estou com uma dúvida.

Tenho varios métodos de comparação, porém, um dos atributos utilizados para fazer a comparação é double.

Aí ocorre um erro:

Cannot invoke compareTo(double) on the primitive type double
Tentei converter o double para String. Porém ele ordena errado.

Ele ordena por ordem ""alfabética"".

Exemplo, ordena os valores assim:

10, 1000, 1002, 20, 30 , 300, 40.
Quando era pra ordenar assim:

10, 20 ,30 ,40 , 300, 1000 e 1002.
Aqui esta meu código:

<%! 
public static class Empreendimento implements Comparable<Empreendimento>{

// ignorar os construtores, métodos e atributos

// Para ordenar por Menor Preco
    public static void ordenaPorMenorPreco(List<Empreendimento> ArrayResultadoBusca) {
        Collections.sort(ArrayResultadoBusca, new Comparator<Empreendimento>() {
            //@Override
            public int compare(Empreendimento emp1, Empreendimento emp2) {
                return emp1.getPrecoMenor().compareTo(emp2.getPrecoMenor());
            }
        });
    }

%>",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115444/usar-double-no-m%C3%A9todo-compareto,
Recuperar o valor de um atributo de um objeto genérico em Java,"Eu estou fazendo um sistema em que leio objetos Java, de tipos diferentes, de arquivos XML. Logo não tenho um único tipo de objeto e consequentemente não conheço seus atributos ou métodos. Eu gostaria de realizar uma pesquisa, em que entrasse com uma string indicando atributo e valor, e essa pesquisa me retornasse todos os objetos que tivessem esse atributos e que fosse igual ao valor em um ArrayList.

Exemplo: Tenho alguns arquivos XML, dos tipos Produto, Pessoa e Carro, já estão lidos e instanciados. Quero procurar os objetos que tenham a seguinte característica ano: 1996, as classes Produto e Carro tem o atributo ano, porém Pessoa não tem ele. Percorreria os objetos, onde tivesse seria analisado se o valor é igual e tomaria os passos necessários, caso o atributo não existisse retornaria null ou uma Exception a ser tratada.

Alguém tem ideia de como posso fazer essa recuperação, o maior problema é quem podem ser objetos de tipos diferentes, é que um trabalho de banco não-relacional, se fosse relacional seria muito fácil, com os tipos definidos.

Gostaria de algo que como um .getAtributte (String nomeAtributo, Object o), em que o primeiro é um nome do atributo e o segundo o objeto analisado.",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115439/recuperar-o-valor-de-um-atributo-de-um-objeto-gen%C3%A9rico-em-java,
Converter String para Float com virgula em Java,"Como faço para converter de uma forma elegante String pra float em java?

As strings estão com a localização brasileira, isto é, os valores vêm com vírgula como separador decimal (""12,345"").

Acho tão... ""feio"" usar

        String preco = request.getParameter(""preco"");
        try {                
            cadastro.setPreco(Float.valueOf(preco.replace("","", ""."")));                
        } catch (Exception e)
        {
            cadastro.setPreco(0);
        }
Não dá pra acreditar que o java não tenha alguma localização...existe alguma maneira?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/115362/converter-string-para-float-com-virgula-em-java,
Qual é a finalidade do construtor de uma enum?,"Em Java construtores são necessários para criar um objeto na memória, ou seja, para instanciar a classe que foi definida. Entretanto, eu descobri que uma enum possui um construtor, porem ele não é uma classe, e eu pensava que apenas as classes possuíam construtores.

Veja esta enum como exemplo:

public enum Genero
{
    MASCULINO(1), FEMININO(2);
    public int codigo;

    private Genero(int codigo)
    {
        this.codigo = codigo;
    }        
}
Nota:

Considere que a enum esta dentro de uma classe que representa uma pessoa, classe Pessoa.
Veja que para usar a enum a classe não precisa ser instanciada, exemplo:

Pessoa.Genero.FEMININO
Gostaria de saber qual é a finalidade do construtor de uma enum e se a enum tem as mesmas propriedades de uma classe?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/114575/qual-%C3%A9-a-finalidade-do-construtor-de-uma-enum,
Como armazenar imagens num vetor Android?,Tenho imagens dentro da drawable e para acessa-la basta R.drawable.myimage. Como armazenar essa imagens num vetor?,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/114433/como-armazenar-imagens-num-vetor-android,
Alternativa ao Scanner para entrada de dados,"Em java, quando estamos aprendendo a capturar entrada de dados, geralmente por modo de texto, somos instruídos a utilizar a classe Scanner.

Há alguma alternativa ao Scanner para pegar entrada de dados por modo de texto? Se sim, como funciona?",1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/114417/alternativa-ao-scanner-para-entrada-de-dados,
Como criar um TextView e uma ImageView via código?,Gostaria de saber como cria via código um TextView e uma ImageView e destrui-lo via código.,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/114302/como-criar-um-textview-e-uma-imageview-via-c%C3%B3digo,
Onde fechar EntityManager,"Estou desenvolvendo uma aplicação Java, e estou com dúvida aonde fechar o Entity Manager.

Tenho uma classe Abstrata AbstractService<T> que é extendida por todas as entidades do sistema, e essa classe possui os métodos de persistência.

Em uma servlet qualquer, eu instancio uma ou mais classes de serviços (cada classe de entidade possui uma classe de serviço, como por exemplo a classe Category_DTO e sua classe de serviço CategoryServiceImpl), que contém queries de busca, e ao mesmo tempo estende AbstractService<T>

Minha dúvida é o melhor lugar para fechar o entityManager, em.close().

Pensei em fechar na própria servlet, no final da mesma, utilizando a instância de DocumentServiceImpl com dsi.closeTX(), mas achei meio gambiarrado (lembrando que uma servlet pode conter várias classes de serviço, e eu teria que fechar o entitymanager de cada uma que estendeu AbstractService e criou o entitymanager).

Vou mandar um JSP, com um código de exemplo que é utilizado em servlets, onde retornarei todas as categorias. No final do JSP estou fechando o entitymanager, mas acredito que o correto seria fechar na classe de persistência e não na servlet.

Segue o código:

Entidade:

    package freedom.technology.domain.document;

import javax.persistence.Column;
import javax.persistence.Entity;
import javax.persistence.GeneratedValue;
import javax.persistence.GenerationType;
import javax.persistence.Id;
import javax.persistence.NamedQueries;
import javax.persistence.NamedQuery;
import javax.persistence.Table;

import freedom.technology.enus.CategoryType;

@Entity
@Table(name = ""FRE_CL_GED_CATEGORY"")
@NamedQueries({    
    @NamedQuery(name=""Category_DTO.findAllCategories"", query=""SELECT a FROM Category_DTO a WHERE :search is null OR (a.id LIKE :search OR a.description LIKE :search) ORDER BY a.description ASC""),
    @NamedQuery(name=""Category_DTO.findAllCategoriesDESC"", query=""SELECT a FROM Category_DTO a WHERE :search is null OR (a.id LIKE :search OR a.description LIKE :search) ORDER BY a.description DESC""),
    @NamedQuery(name=""Category_DTO.findAllCategoriesByType"", query=""SELECT a FROM Category_DTO a WHERE (:search is null OR (a.id LIKE :search OR a.description LIKE :search)) AND a.type = :type ORDER BY a.description ASC""),
    @NamedQuery(name=""Category_DTO.findAllCategoriesByTypeDESC"", query=""SELECT a FROM Category_DTO a WHERE (:search is null OR (a.id LIKE :search OR a.description LIKE :search)) AND a.type = :type ORDER BY a.description DESC""),
    @NamedQuery(name=""Category_DTO.getNumberOfCategories"", query=""SELECT COUNT(*) FROM Category_DTO""),
    @NamedQuery(name=""Category_DTO.getNumberOfCategoriesBySearchCondition"", query=""SELECT COUNT(*) FROM Category_DTO a WHERE :search is null OR (a.id LIKE :search OR a.description LIKE :search) ORDER BY a.id DESC""),
}) 


public class Category_DTO {

    @Id
    @GeneratedValue(strategy=GenerationType.AUTO)   
    @Column(name=""id"")
    private Integer id;

    @Column(name=""description"")
    private String description;

    @Column(name=""type"")
    private CategoryType type;

    public Integer getId() {
        return id;
    }

    public String getDescription() {
        return description;
    }

    public CategoryType getType() {
        return type;
    }

    public void setId(Integer id) {
        this.id = id;
    }

    public void setDescription(String description) {
        this.description = description;
    }

    public void setType(CategoryType type) {
        this.type = type;
    }
}
Classe que retorna registros com base em uma pesquisa específica:

package freedom.technology.service.document.impl;

import java.util.List;

import javax.persistence.TypedQuery;

import freedom.technology.domain.document.Category_DTO;
import freedom.technology.domain.document.Subject_DTO;
import freedom.technology.enus.CategoryType;
import freedom.technology.exception.ExceptionType;
import freedom.technology.exception.FREBDCoreException;
import freedom.technology.service.AbstractService;
import freedom.technology.service.document.api.CategoryService;

public class CategoryServiceImpl extends AbstractService<Category_DTO> implements CategoryService {

    @Override
    protected Class<Category_DTO> getEntityClass() {
        return Category_DTO.class;
    }

    @Override
    public List<Category_DTO> findAllCategories(Integer pageSize, Integer pageNumber, String searchCondition, String orderBy)
            throws FREBDCoreException {

        List<Category_DTO> result = null;

        if (pageSize == null || pageNumber == null){
            throw new FREBDCoreException(ExceptionType.NULLPOINTER, ""Parametro null: pageSize/pageNumber""); 
        }       
        try {
            TypedQuery<Category_DTO> query = em.createNamedQuery(""Category_DTO.findAllCategories"", Category_DTO.class);
            if(orderBy.equals(""DESC"")){
                query = em.createNamedQuery(""Category_DTO.findAllCategoriesDESC"", Category_DTO.class);
            }

            if(searchCondition != null) {           
                query.setParameter(""search"", ""%""+searchCondition+""%"");
            } else {
                query.setParameter(""search"", null);             
            }

            query.setFirstResult(pageSize*pageNumber);
            query.setMaxResults(pageSize);
            result =  query.getResultList();
        } catch(Exception e) {
            e.printStackTrace();
            throw new FREBDCoreException(ExceptionType.NORESULT, ""findAllCategories"");
        }
        return result;  
    }

    @Override
    public List<Category_DTO> findAllCategoriesByType(Integer pageSize, Integer pageNumber, CategoryType type, String searchCondition, String orderBy)
            throws FREBDCoreException {

        List<Category_DTO> result = null;

        if (pageSize == null || pageNumber == null){
            throw new FREBDCoreException(ExceptionType.NULLPOINTER, ""Parametro null: pageSize/pageNumber""); 
        }       
        try {
            TypedQuery<Category_DTO> query = em.createNamedQuery(""Category_DTO.findAllCategoriesByType"", Category_DTO.class);
            if(orderBy.equals(""DESC"")){
                query = em.createNamedQuery(""Category_DTO.findAllCategoriesByTypeDESC"", Category_DTO.class);
            }

            if(searchCondition != null) {           
                query.setParameter(""search"", ""%""+searchCondition+""%"");
            } else {
                query.setParameter(""search"", null);             
            }

            if(type != null) {          
                query.setParameter(""type"", type);
            } else {
                query.setParameter(""type"", null);               
            }

            query.setFirstResult(pageSize*pageNumber);
            query.setMaxResults(pageSize);
            result =  query.getResultList();
        } catch(Exception e) {
            e.printStackTrace();
            throw new FREBDCoreException(ExceptionType.NORESULT, ""findAllCategoriesByType"");
        }
        return result;  
    }

    @Override
    public int getNumberOfCategories() throws FREBDCoreException {
        int result;

        try {           
            TypedQuery<Long> query = em.createNamedQuery(""Category_DTO.getNumberOfCategories"", Long.class);
            result = query.getSingleResult().intValue();
        } catch(Exception e) {
            result = 0;
        }

        return result;
    }

    @Override
    public int getNumberOfCategories(String searchCondition)
            throws FREBDCoreException {

        int result;

        try {           
            TypedQuery<Long> query = em.createNamedQuery(""Category_DTO.getNumberOfCategoriesBySearchCondition"", Long.class);

            if(searchCondition != null) {           
                query.setParameter(""search"", ""%""+searchCondition+""%"");
            } else {
                query.setParameter(""search"", null);             
            }

            result = query.getSingleResult().intValue();
        } catch(Exception e) {
            result = 0;
        }

        return result;
    }

}
Classe de persistência:

package freedom.technology.service;

import javax.persistence.EntityManager;
import javax.persistence.EntityManagerFactory;
import freedom.technology.exception.ExceptionType;
import freedom.technology.exception.FREBDCoreException;
import freedom.technology.utils.PersisteUtils;

public abstract class AbstractService<T> implements GenericService<T> {

    private static EntityManagerFactory factory = PersisteUtils.getEntityManagerFactory();
    protected EntityManager em;
    protected abstract Class<T> getEntityClass();

    public AbstractService() {
        em = factory.createEntityManager();
    }

    public void beginTX(){
        em.getTransaction().begin();
    }

    public void commitTX(){
        em.getTransaction().commit();
    }

    public void closeTX(){
        em.close();     
    }

    public void rollback(){
        em.getTransaction().rollback();     
    }

    public T findById(Integer id){
        T result = null;

        try {
            em.getTransaction().begin(); 
            result = em.find(this.getEntityClass(), id);
            em.getTransaction().commit(); 
        } catch(Exception e) {
            e.printStackTrace();
        }

        return result;
    }

    public void persist(T entity) {
        try { 
            em.getTransaction().begin(); 
            em.persist(entity); 
            em.getTransaction().commit(); 
        } catch (Exception ex) {
            ex.printStackTrace(); 
            em.getTransaction().rollback(); 
        } 
    } 

    public void merge(T entity) {
        try {
            em.getTransaction().begin(); 
            em.merge(entity); 
            em.getTransaction().commit(); 
        } catch (Exception ex) {
            ex.printStackTrace(); 
            em.getTransaction().rollback(); 
        } 
    }  

    public void removeObject(T entity) {
        try { 
            em.getTransaction().begin(); 
            em.remove(entity); 
            em.getTransaction().commit(); 
        } catch (Exception ex) {
            ex.printStackTrace(); 
            em.getTransaction().rollback(); 
        }
    }
}
Jsp exemplo, fechando o entityManager no final:

<%@page import=""freedom.technology.domain.document.Category_DTO""%>
<%@page import=""freedom.technology.service.document.api.CategoryService""%>
<%@page import=""freedom.technology.service.document.impl.CategoryServiceImpl""%>

<%@page import=""java.util.List""%>

<%@ page language=""java"" contentType=""text/html; charset=ISO-8859-1""
    pageEncoding=""ISO-8859-1""%>
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd"">
<html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=ISO-8859-1"">
<title>Insert title here</title>
</head>
<body>

<%

    CategoryService ds = new CategoryServiceImpl();
    List<Category_DTO> listCategory = ds.findAllCategories(100, 0, null, null);

    for(Category_DTO category : listCategory){

        out.print(""Categorias:"");
        out.print(""<br><br>"");
        out.print(""Categoria: "" + category);
        out.print(""<br>"");
    }

    ds.closeTX();
%>
</body>
</html>",1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/113948/onde-fechar-entitymanager,
Como funciona o Padrão DAO?,"Pesquisei e li a respeito do Padrão DAO (Data Access Object), porem não estou conseguindo entender como é o seu funcionamento e como é a estrutura dele, ele também é responsável pelas regras de negócio de uma aplicação? Ou ele é apenas responsável pelo CRUD e pelas transações e conexões?

Obs: De preferencia, se puder mostrar sua implementação e seu funcionamento pratico em Java.",1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/113840/como-funciona-o-padr%C3%A3o-dao,
Dúvida sobre Herança,"Tenho o seguinte caso:

Avo.java:

public class Avo {
    public String quemEuSou(){
        return this.getClass().getName();
    }
}
Mae.java:

public class Mae extends Avo{
    @Override
    public String quemEuSou() {
        return getClass().getName();
    }
}
Filho.java:

public class Filho  extends Mae{

    public static void main(String[] args) {

        Filho filho = new Filho();
        Mae mae = (Mae)filho;
        Avo avo = (Avo) mae;
        System.out.println(filho.quemEuSou());
        System.out.println(mae.quemEuSou());
        System.out.println(avo.quemEuSou());

    }
}
Resultado:

Filho
Filho
Filho
Porque quando realizamos o cast a classe continua sendo a que foi instanciada?

Se ela ainda é a instanciada, como é atribuída as propriedades das outras classes?

Exemplo:

Filho filho2 = new Filho();
    Mae mae2 = (Mae)filho2;
mae2.algumMetodoDaClasseMae();
Se a classe da mae2 é Filho, onde está o método algumMetodoDaClasseMae()?",0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/113797/d%C3%BAvida-sobre-heran%C3%A7a,
Diferença entre métodos para fechar JFrame e JDialog após evento do teclado,"Estou precisando implementar em uma aplicação desktop feita usando swing, uma forma para que o JFrame principal feche a aplicação quando o usuário clicar em ESC, e as JDialogs filhas deste JFrame, fechem apenas si mesmas ao apertar ESC.

Pesquisando aqui mesmo no sopt, encontrei esta pergunta a respeito, mas algumas dúvidas relativas ao código das duas respostas postadas respectivamente pelo @utluiz♦ e pelo @renan, onde o primeiro usa um recurso que não sobrescreve o método windowClosing e o segundo já sobrescreve este método, delegando o fechamento a um método personalizado.

Existe diferença entre usar o AbstractAction e o KeyboardFocusManager para este fim? Ambos podem afetar de alguma maneira outros listeners usados na aplicação?",0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/113769/diferen%C3%A7a-entre-m%C3%A9todos-para-fechar-jframe-e-jdialog-ap%C3%B3s-evento-do-teclado,
